Time (sec)	Arena	Track	Pos. X (mm)	Pos. Y (mm)	Label
15.2333	1	1	438.914	1065.41	1
15.2667	1	1	438.737	1065.49	1
15.3	1	1	438.587	1065.47	1
15.3333	1	1	438.406	1065.2	1
15.3667	1	1	438.332	1064.95	1
15.4	1	1	438.465	1064.92	1
15.4333	1	1	439.139	1065.14	1
15.4667	1	1	440.636	1065.62	1
15.5	1	1	442.239	1066.22	1
15.5333	1	1	442.999	1066.71	1
15.5667	1	1	443.066	1066.93	1
15.6	1	1	443.12	1066.85	1
15.6333	1	1	443.35	1066.52	1
15.6667	1	1	443.597	1066.13	1
15.7	1	1	443.904	1065.65	1
15.7333	1	1	444.353	1064.93	1
15.7667	1	1	444.854	1063.99	1
15.8	1	1	445.245	1063.02	1
15.8333	1	1	445.565	1062.02	1
15.8667	1	1	445.826	1060.93	1
15.9	1	1	446.072	1059.69	1
15.9333	1	1	446.264	1058.34	1
15.9667	1	1	446.347	1056.86	1
16	1	1	446.308	1055.33	1
16.0333	1	1	446.139	1053.92	1
16.0667	1	1	445.778	1052.61	1
16.1	1	1	445.347	1051.18	1
16.1333	1	1	444.848	1049.73	1
16.1667	1	1	444.202	1048.56	1
16.2	1	1	443.347	1047.51	1
16.2333	1	1	442.377	1046.41	1
16.2667	1	1	441.351	1045.35	1
16.3	1	1	440.221	1044.4	1
16.3333	1	1	438.901	1043.53	1
16.3667	1	1	437.452	1042.75	1
16.4	1	1	435.971	1042.09	1
16.4333	1	1	434.411	1041.6	1
16.4667	1	1	432.75	1041.35	1
16.5	1	1	431.209	1041.69	1
16.5333	1	1	429.785	1042.5	1
16.5667	1	1	428.422	1043.21	1
16.6	1	1	427.229	1044.03	1
16.6333	1	1	426.161	1045.31	1
16.6667	1	1	424.95	1046.52	1
16.7	1	1	423.407	1045.85	1
16.7333	1	1	421.726	1044.16	1
16.7667	1	1	420.377	1043.63	1
16.8	1	1	419.571	1045.27	1
16.8333	1	1	418.977	1047.97	1
16.8667	1	1	418.503	1051.44	1
16.9	1	1	418.171	1055.01	1
16.9333	1	1	417.888	1058.48	1
16.9667	1	1	417.589	1062.07	1
17	1	1	417.328	1065.56	1
17.0333	1	1	417.361	1068.18	1
17.0667	1	1	417.655	1067.5	1
17.1	1	1	418.319	1064.46	1
17.1333	1	1	419.337	1062.45	1
17.1667	1	1	420.4	1062.43	1
17.2	1	1	420.978	1062.28	1
17.2333	1	1	421.116	1062	1
17.2667	1	1	421.017	1061.81	1
17.3	1	1	420.878	1061.67	1
17.3333	1	1	420.695	1061.54	1
17.3667	1	1	420.388	1061.25	1
17.4	1	1	419.958	1060.31	1
17.4333	1	1	420.124	1058.58	1
17.4667	1	1	421.32	1056.9	1
17.5	1	1	422.884	1056.28	1
17.5333	1	1	423.981	1056.43	1
17.5667	1	1	424.693	1056.42	1
17.6	1	1	425.157	1055.83	1
17.6333	1	1	425.41	1054.97	1
17.6667	1	1	425.455	1054.24	1
17.7	1	1	425.25	1053.78	1
17.7333	1	1	424.863	1053.52	1
17.7667	1	1	424.547	1053.28	1
17.8	1	1	424.365	1053.07	1
17.8333	1	1	424.169	1052.9	1
17.8667	1	1	423.834	1052.67	1
17.9	1	1	423.477	1052.32	1
17.9333	1	1	423.225	1051.88	1
17.9667	1	1	423.147	1051.36	1
18	1	1	423.157	1050.71	1
18.0333	1	1	423.327	1050.01	1
18.0667	1	1	423.508	1049.37	1
18.1	1	1	423.738	1048.77	1
18.1333	1	1	424.003	1048.12	1
18.1667	1	1	424.275	1047.55	1
18.2	1	1	424.474	1047.09	1
18.2333	1	1	424.694	1046.74	1
18.2667	1	1	424.955	1046.52	1
18.3	1	1	425.285	1046.42	1
18.3333	1	1	425.572	1046.38	1
18.3667	1	1	425.715	1046.36	1
18.4	1	1	425.772	1046.35	1
18.4333	1	1	425.793	1046.31	1
18.4667	1	1	425.781	1046.28	1
18.5	1	1	425.741	1046.22	1
18.5333	1	1	425.606	1046.11	1
18.5667	1	1	425.498	1046.04	1
18.6	1	1	425.519	1046.05	1
18.6333	1	1	425.584	1046.09	1
18.6667	1	1	425.587	1046.09	1
18.7	1	1	425.583	1046.09	1
18.7333	1	1	425.501	1046.02	1
18.7667	1	1	425.322	1045.9	1
18.8	1	1	425.08	1045.85	1
18.8333	1	1	424.976	1045.96	1
18.8667	1	1	424.819	1045.92	1
18.9	1	1	424.164	1045.45	1
18.9333	1	1	422.857	1044.48	1
18.9667	1	1	421.382	1043.32	1
19	1	1	419.855	1042.01	1
19.0333	1	1	418.215	1040.58	1
19.0667	1	1	416.446	1039.16	1
19.1	1	1	414.649	1037.87	1
19.1333	1	1	412.775	1036.58	1
19.1667	1	1	410.925	1035.36	1
19.2	1	1	409.144	1034.09	1
19.2333	1	1	407.435	1032.76	1
19.2667	1	1	405.642	1031.45	1
19.3	1	1	403.759	1030.22	1
19.3333	1	1	401.905	1028.95	1
19.3667	1	1	400.226	1027.75	1
19.4	1	1	398.565	1026.52	1
19.4333	1	1	396.7	1025.24	1
19.4667	1	1	394.769	1024.05	1
19.5	1	1	393.053	1023.01	1
19.5333	1	1	391.464	1021.9	1
19.5667	1	1	389.861	1020.68	1
19.6	1	1	388.276	1019.44	1
19.6333	1	1	386.704	1018.12	1
19.6667	1	1	385.179	1016.77	1
19.7	1	1	383.761	1015.4	1
19.7333	1	1	382.343	1013.96	1
19.7667	1	1	380.93	1012.48	1
19.8	1	1	379.616	1011.03	1
19.8333	1	1	378.335	1009.44	1
19.8667	1	1	377.081	1007.77	1
19.9	1	1	376.003	1006.08	1
19.9333	1	1	375.086	1004.34	1
19.9667	1	1	374.245	1002.56	1
20	1	1	373.528	1000.68	1
20.0333	1	1	372.966	998.685	1
20.0667	1	1	372.596	996.696	1
20.1	1	1	372.418	994.693	1
20.1333	1	1	372.25	992.592	1
20.1667	1	1	372.011	990.504	1
20.2	1	1	371.843	988.497	1
20.2333	1	1	371.801	986.516	1
20.2667	1	1	371.748	984.566	1
20.3	1	1	371.553	982.659	1
20.3333	1	1	371.247	980.781	1
20.3667	1	1	370.896	978.934	1
20.4	1	1	370.534	977.112	1
20.4333	1	1	370.134	975.213	1
20.4667	1	1	369.709	973.337	1
20.5	1	1	369.279	971.505	1
20.5333	1	1	368.791	969.795	1
20.5667	1	1	368.248	968.126	1
20.6	1	1	367.686	966.482	1
20.6333	1	1	366.665	964.792	1
20.6667	1	1	365.079	963.325	1
20.7	1	1	363.651	962.043	1
20.7333	1	1	362.887	960.714	1
20.7667	1	1	362.391	959.222	1
20.8	1	1	361.797	957.737	1
20.8333	1	1	361.142	956.178	1
20.8667	1	1	360.56	954.58	1
20.9	1	1	360.028	952.992	1
20.9333	1	1	359.49	951.452	1
20.9667	1	1	358.996	949.837	1
21	1	1	358.462	948.215	1
21.0333	1	1	357.918	946.615	1
21.0667	1	1	357.415	945.179	1
21.1	1	1	356.908	943.774	1
21.1333	1	1	356.36	942.358	1
21.1667	1	1	355.884	940.935	1
21.2	1	1	355.465	939.484	1
21.2333	1	1	355.037	938.092	1
21.2667	1	1	354.661	936.848	1
21.3	1	1	354.367	935.739	1
21.3333	1	1	354.03	934.689	1
21.3667	1	1	353.672	933.723	1
21.4	1	1	353.46	932.727	1
21.4333	1	1	353.396	931.701	1
21.4667	1	1	353.353	930.708	1
21.5	1	1	353.289	929.682	1
21.5333	1	1	353.277	928.481	1
21.5667	1	1	353.329	927.117	1
21.6	1	1	353.436	925.74	1
21.6333	1	1	353.546	924.298	1
21.6667	1	1	353.671	922.804	1
21.7	1	1	353.8	921.405	1
21.7333	1	1	353.973	920.033	1
21.7667	1	1	354.17	918.523	1
21.8	1	1	354.353	917.025	1
21.8333	1	1	354.541	915.653	1
21.8667	1	1	354.808	914.252	1
21.9	1	1	355.18	912.826	1
21.9333	1	1	355.602	911.431	1
21.9667	1	1	356.033	910.006	1
22	1	1	356.369	908.605	1
22.0333	1	1	356.5	907.448	1
22.0667	1	1	356.446	906.699	1
22.1	1	1	356.302	906.473	1
22.1333	1	1	356.15	906.766	1
22.1667	1	1	356.11	907.312	1
22.2	1	1	356.289	907.91	1
22.2333	1	1	356.661	908.466	1
22.2667	1	1	357.107	908.927	1
22.3	1	1	357.505	909.16	1
22.3333	1	1	357.847	909.206	1
22.3667	1	1	358.039	909.065	1
22.4	1	1	358.121	908.878	1
22.4333	1	1	358.236	908.82	1
22.4667	1	1	358.362	908.86	1
22.5	1	1	358.416	908.843	1
22.5333	1	1	358.586	908.776	1
22.5667	1	1	358.982	908.738	1
22.6	1	1	359.432	908.773	1
22.6333	1	1	359.813	908.796	1
22.6667	1	1	359.964	908.781	1
22.7	1	1	359.96	908.8	1
22.7333	1	1	359.959	908.803	1
22.7667	1	1	359.971	908.755	1
22.8	1	1	359.86	908.788	1
22.8333	1	1	359.915	908.82	1
22.8667	1	1	360.224	908.729	1
22.9	1	1	360.562	908.521	1
22.9333	1	1	360.742	908.288	1
22.9667	1	1	361.12	908.047	1
23	1	1	361.897	907.758	1
23.0333	1	1	362.808	907.354	1
23.0667	1	1	363.584	906.865	1
23.1	1	1	364.302	906.363	1
23.1333	1	1	364.855	905.943	1
23.1667	1	1	365.056	905.747	1
